"from","to","year","ibd"
"Cam_2010_3","PNG_2010_13",2010,0.413258187200936
"Cam_2010_3","PNG_2010_14",2010,0.234417401790635
"Cam_2010_3","PNG_2010_15",2010,0.322737564302406
"Cam_2010_3","PNG_2010_16",2010,0.185335705756665
"Cam_2010_3","PNG_2010_17",2010,0.208873531278041
"Cam_2010_3","PNG_2010_18",2010,0.584804567114183
"Cam_2010_3","PNG_2010_19",2010,0.600132309051263
"Cam_2010_3","PNG_2010_20",2010,0.462472318271589
"Cam_2010_3","Gha_2010_3",2010,0.189355607785415
"Cam_2010_3","Gha_2010_4",2010,0.186826576969163
"Cam_2010_3","Gha_2010_9",2010,0.13801582335788
"Cam_2010_3","Gha_2010_10",2010,0.241484028265492
"Cam_2010_3","Gha_2010_11",2010,0.273977426983054
"Cam_2010_3","Gha_2010_12",2010,0.149734113325406
"Cam_2010_3","Gha_2010_14",2010,0.246052951112089
"Cam_2010_3","Gha_2010_15",2010,0.388542440647545
"Cam_2010_3","Gha_2010_17",2010,0.134904211671415
"Cam_2010_3","Bur_2010_2",2010,0.186740909838101
"Cam_2010_3","Bur_2010_5",2010,0.321910538203423
"Cam_2010_3","Bur_2010_6",2010,0.221832872245587
"Cam_2010_3","Bur_2010_7",2010,0.100042507014501
"Cam_2010_3","Bur_2010_8",2010,0.140053165195709
"Cam_2010_3","Bur_2010_12",2010,0.204590045792361
"Cam_2010_3","Bur_2010_15",2010,0.100271727112568
"Cam_2010_3","Bur_2010_16",2010,0.226907153438936
"Cam_2010_3","Bur_2010_20",2010,0.308631561984255
"Cam_2010_4","Cam_2010_5",2010,0.802066806032073
"Cam_2010_4","Cam_2010_6",2010,0.774915289862993
"Cam_2010_4","Cam_2010_7",2010,0.557836532134382
"Cam_2010_4","Cam_2010_8",2010,0.701393664358563
"Cam_2010_4","Cam_2010_9",2010,0.808802116446874
"Cam_2010_4","Cam_2010_10",2010,0.789667720884615
"Cam_2010_4","Cam_2010_11",2010,0.66201992653413
"Cam_2010_4","Cam_2010_12",2010,0.457921987788856
"Cam_2010_4","Cam_2010_13",2010,0.854609229063471
"Cam_2010_4","Cam_2010_14",2010,0.424010371043751
"Cam_2010_4","Cam_2010_15",2010,0.398034325945147
"Cam_2010_4","Cam_2010_16",2010,0.610842545299886
"Cam_2010_4","Cam_2010_17",2010,0.769214841388439
"Cam_2010_4","Cam_2010_18",2010,0.613213961641251
"Cam_2010_4","Cam_2010_19",2010,0.868476796972423
"Cam_2010_4","Cam_2010_20",2010,0.621286039924003
"Cam_2010_4","Tha_2010_1",2010,0.938324617403949
"Cam_2010_4","Tha_2010_2",2010,0.422167878563176
"Cam_2010_4","Tha_2010_3",2010,0.630724039926153
"Cam_2010_4","Tha_2010_4",2010,0.894011260257484
"Cam_2010_4","Tha_2010_5",2010,0.832007825347718
"Cam_2010_4","Tha_2010_6",2010,0.752111835102159
"Cam_2010_4","Tha_2010_7",2010,0.540984895910741
"Cam_2010_4","Tha_2010_8",2010,0.784432163231736
"Cam_2010_4","Tha_2010_9",2010,0.781277618596741
"Cam_2010_4","Tha_2010_10",2010,0.818806706877559
"Cam_2010_4","Tha_2010_11",2010,0.442288991893802
"Cam_2010_4","Tha_2010_12",2010,0.858267982160625
"Cam_2010_4","Tha_2010_13",2010,0.809084618364409
"Cam_2010_4","Tha_2010_14",2010,0.743563828365094
"Cam_2010_4","Tha_2010_15",2010,0.594831547312428
"Cam_2010_4","Tha_2010_16",2010,0.78882752695415
"Cam_2010_4","Tha_2010_17",2010,0.521385828686938
"Cam_2010_4","Tha_2010_18",2010,0.652564103682781
"Cam_2010_4","Tha_2010_19",2010,0.90351322915371
"Cam_2010_4","Tha_2010_20",2010,0.661174582210691
"Cam_2010_4","PNG_2010_1",2010,0.420831587765277
"Cam_2010_4","PNG_2010_2",2010,0.589809463138749
"Cam_2010_4","PNG_2010_3",2010,0.568021291839485
"Cam_2010_4","PNG_2010_4",2010,0.164971614016777
"Cam_2010_4","PNG_2010_5",2010,0.715340461258517
"Cam_2010_4","PNG_2010_6",2010,0.243319569048144
"Cam_2010_4","PNG_2010_7",2010,0.709466004952732
"Cam_2010_4","PNG_2010_8",2010,0.763144435625649
"Cam_2010_4","PNG_2010_9",2010,0.286082628916145
"Cam_2010_4","PNG_2010_10",2010,0.474067374909867
"Cam_2010_4","PNG_2010_11",2010,0.445251365857767
"Cam_2010_4","PNG_2010_12",2010,0.549012839434385
"Cam_2010_4","PNG_2010_13",2010,0.721503637056585
"Cam_2010_4","PNG_2010_14",2010,0.397179830642945
"Cam_2010_4","PNG_2010_15",2010,0.782972824132521
"Cam_2010_4","PNG_2010_16",2010,0.448103467675378
"Cam_2010_4","PNG_2010_17",2010,0.60958684157604
"Cam_2010_4","PNG_2010_18",2010,0.289389057691073
"Cam_2010_4","PNG_2010_19",2010,0.397068076732656
"Cam_2010_4","PNG_2010_20",2010,0.575749458816878
"Cam_2010_4","Gha_2010_4",2010,0.208231801761911
"Cam_2010_4","Gha_2010_7",2010,0.129326484654915
"Cam_2010_4","Gha_2010_12",2010,0.141939067723614
"Cam_2010_4","Gha_2010_18",2010,0.162075000791044
"Cam_2010_4","Bur_2010_3",2010,0.140033372608404
"Cam_2010_4","Bur_2010_4",2010,0.140395694319813
"Cam_2010_4","Bur_2010_5",2010,0.24695950856936
"Cam_2010_4","Bur_2010_8",2010,0.107308329054917
"Cam_2010_4","Bur_2010_12",2010,0.138847907286541
"Cam_2010_4","Bur_2010_15",2010,0.144269185482144
"Cam_2010_4","Bur_2010_18",2010,0.108146668863026
"Cam_2010_5","Cam_2010_6",2010,0.778482747050244
"Cam_2010_5","Cam_2010_7",2010,0.436591787903341
"Cam_2010_5","Cam_2010_8",2010,0.90874901184188
"Cam_2010_5","Cam_2010_9",2010,0.955896356148451
"Cam_2010_5","Cam_2010_10",2010,0.74631299280806
"Cam_2010_5","Cam_2010_11",2010,0.642252350590817
"Cam_2010_5","Cam_2010_12",2010,0.567386347549084
"Cam_2010_5","Cam_2010_13",2010,0.790736291204863
"Cam_2010_5","Cam_2010_14",2010,0.638259618823157
"Cam_2010_5","Cam_2010_15",2010,0.764226786871826
"Cam_2010_5","Cam_2010_16",2010,0.727342788201885
"Cam_2010_5","Cam_2010_17",2010,0.737566709345401
"Cam_2010_5","Cam_2010_18",2010,0.639999722843835
"Cam_2010_5","Cam_2010_19",2010,0.614301900251655
"Cam_2010_5","Cam_2010_20",2010,0.866358400313707
"Cam_2010_5","Tha_2010_1",2010,0.746914277067013
"Cam_2010_5","Tha_2010_2",2010,0.90417569641247
"Cam_2010_5","Tha_2010_3",2010,0.810963410080814
"Cam_2010_5","Tha_2010_4",2010,0.959251218495499
"Cam_2010_5","Tha_2010_5",2010,0.881207018146304
"Cam_2010_5","Tha_2010_6",2010,0.856137281478568
"Cam_2010_5","Tha_2010_7",2010,0.868564249839469
"Cam_2010_5","Tha_2010_8",2010,0.781394094502766
"Cam_2010_5","Tha_2010_9",2010,0.614200551131456
"Cam_2010_5","Tha_2010_10",2010,0.872608715658226
"Cam_2010_5","Tha_2010_11",2010,0.751907624910653
"Cam_2010_5","Tha_2010_12",2010,0.67344876971854
"Cam_2010_5","Tha_2010_13",2010,0.911214664128065
"Cam_2010_5","Tha_2010_14",2010,0.874994762665057
"Cam_2010_5","Tha_2010_15",2010,0.545101797004293
"Cam_2010_5","Tha_2010_16",2010,0.680702117688069
"Cam_2010_5","Tha_2010_17",2010,0.807105527770597
"Cam_2010_5","Tha_2010_18",2010,0.699690673007815
"Cam_2010_5","Tha_2010_19",2010,0.448056917798508
"Cam_2010_5","Tha_2010_20",2010,0.645074510677387
"Cam_2010_5","PNG_2010_1",2010,0.335437704864782
"Cam_2010_5","PNG_2010_2",2010,0.172219300675789
"Cam_2010_5","PNG_2010_3",2010,0.430851096885003
"Cam_2010_5","PNG_2010_4",2010,0.707018304461881
"Cam_2010_5","PNG_2010_5",2010,0.550871144580045
"Cam_2010_5","PNG_2010_6",2010,0.443284133952112
"Cam_2010_5","PNG_2010_7",2010,0.709905439179269
"Cam_2010_5","PNG_2010_8",2010,0.246617004927432
"Cam_2010_5","PNG_2010_9",2010,0.120777278922443
"Cam_2010_5","PNG_2010_11",2010,0.369845489418759
"Cam_2010_5","PNG_2010_12",2010,0.497914455079595
"Cam_2010_5","PNG_2010_13",2010,0.221767535255816
"Cam_2010_5","PNG_2010_14",2010,0.54049654558118
"Cam_2010_5","PNG_2010_15",2010,0.453513055204739
"Cam_2010_5","PNG_2010_16",2010,0.588939939052659
"Cam_2010_5","PNG_2010_17",2010,0.290431586311089
"Cam_2010_5","PNG_2010_18",2010,0.692956851195344
"Cam_2010_5","PNG_2010_19",2010,0.417006606942805
"Cam_2010_5","PNG_2010_20",2010,0.385424869612806
"Cam_2010_5","Gha_2010_6",2010,0.114130585067089
"Cam_2010_5","Gha_2010_7",2010,0.120407782729438
"Cam_2010_5","Gha_2010_8",2010,0.133556020911529
"Cam_2010_5","Gha_2010_10",2010,0.135768983266813
"Cam_2010_5","Gha_2010_13",2010,0.169819541886988
"Cam_2010_5","Gha_2010_15",2010,0.144223738479389
"Cam_2010_5","Gha_2010_19",2010,0.123382905429395
"Cam_2010_5","Bur_2010_10",2010,0.133491403420224
"Cam_2010_5","Bur_2010_13",2010,0.185945162682584
"Cam_2010_5","Bur_2010_17",2010,0.181568098775081
"Cam_2010_5","Bur_2010_20",2010,0.130799535761602
"Cam_2010_6","Cam_2010_7",2010,0.778750269140334
"Cam_2010_6","Cam_2010_8",2010,0.854571476045079
"Cam_2010_6","Cam_2010_9",2010,0.677119957440949
"Cam_2010_6","Cam_2010_10",2010,0.879432949270576
"Cam_2010_6","Cam_2010_11",2010,0.628179145349132
"Cam_2010_6","Cam_2010_12",2010,0.940185855950194
"Cam_2010_6","Cam_2010_13",2010,0.704154077230845
"Cam_2010_6","Cam_2010_14",2010,0.553478966244255
"Cam_2010_6","Cam_2010_15",2010,0.896217530467163
"Cam_2010_6","Cam_2010_16",2010,0.819651226222228
"Cam_2010_6","Cam_2010_17",2010,0.559049137296906
"Cam_2010_6","Cam_2010_18",2010,0.934445324334865
"Cam_2010_6","Cam_2010_19",2010,0.95197609142915
"Cam_2010_6","Cam_2010_20",2010,0.866950157405527
"Cam_2010_6","Tha_2010_1",2010,0.744905358120891
"Cam_2010_6","Tha_2010_2",2010,0.901272009574006
"Cam_2010_6","Tha_2010_3",2010,0.868719532730125
"Cam_2010_6","Tha_2010_4",2010,0.797045273975322
"Cam_2010_6","Tha_2010_5",2010,0.776421591209981
"Cam_2010_6","Tha_2010_6",2010,0.683591354497667
"Cam_2010_6","Tha_2010_7",2010,0.919637050299945
"Cam_2010_6","Tha_2010_8",2010,0.750959711666776
"Cam_2010_6","Tha_2010_9",2010,0.501784421598694
"Cam_2010_6","Tha_2010_10",2010,0.376518688304628
"Cam_2010_6","Tha_2010_11",2010,0.943190393477897
"Cam_2010_6","Tha_2010_12",2010,0.773893216555117
"Cam_2010_6","Tha_2010_13",2010,0.650731343226332
"Cam_2010_6","Tha_2010_14",2010,0.842193916262721
"Cam_2010_6","Tha_2010_15",2010,0.699918384372165
"Cam_2010_6","Tha_2010_16",2010,0.478589074596562
"Cam_2010_6","Tha_2010_17",2010,0.79381336882385
"Cam_2010_6","Tha_2010_18",2010,0.48096729490816
"Cam_2010_6","Tha_2010_19",2010,0.674378033146184
"Cam_2010_6","Tha_2010_20",2010,0.708854693461152
"Cam_2010_6","PNG_2010_1",2010,0.589156145070821
"Cam_2010_6","PNG_2010_2",2010,0.696906249346375
"Cam_2010_6","PNG_2010_3",2010,0.445270093811364
"Cam_2010_6","PNG_2010_4",2010,0.488267096086912
"Cam_2010_6","PNG_2010_5",2010,0.558717655767744
"Cam_2010_6","PNG_2010_6",2010,0.459608933345679
"Cam_2010_6","PNG_2010_7",2010,0.25958427197198
"Cam_2010_6","PNG_2010_8",2010,0.434594015584319
"Cam_2010_6","PNG_2010_9",2010,0.259864923821799
"Cam_2010_6","PNG_2010_10",2010,0.622349104862843
"Cam_2010_6","PNG_2010_11",2010,0.321822585733313
"Cam_2010_6","PNG_2010_12",2010,0.638837769514692
"Cam_2010_6","PNG_2010_13",2010,0.595141622523696
"Cam_2010_6","PNG_2010_14",2010,0.830933021521312
"Cam_2010_6","PNG_2010_15",2010,0.234003459296759
"Cam_2010_6","PNG_2010_16",2010,0.472922240945068
"Cam_2010_6","PNG_2010_17",2010,0.416832949792796
"Cam_2010_6","PNG_2010_18",2010,0.280235299245912
"Cam_2010_6","PNG_2010_19",2010,0.750485658077808
"Cam_2010_6","PNG_2010_20",2010,0.502701598028557
"Cam_2010_6","Gha_2010_4",2010,0.170631157370381
"Cam_2010_6","Gha_2010_5",2010,0.197959579805116
"Cam_2010_6","Gha_2010_7",2010,0.122922410011625
"Cam_2010_6","Gha_2010_8",2010,0.250549293390219
"Cam_2010_6","Gha_2010_9",2010,0.138588782404548
"Cam_2010_6","Gha_2010_12",2010,0.167320002015394
"Cam_2010_6","Gha_2010_15",2010,0.116743391885733
"Cam_2010_6","Gha_2010_20",2010,0.193321002398349
"Cam_2010_6","Bur_2010_1",2010,0.105674950610874
"Cam_2010_6","Bur_2010_7",2010,0.130458533053238
"Cam_2010_6","Bur_2010_17",2010,0.152307801950843
"Cam_2010_7","Cam_2010_8",2010,0.780458857890011
"Cam_2010_7","Cam_2010_9",2010,0.726971619837619
"Cam_2010_7","Cam_2010_10",2010,0.845377009054409
"Cam_2010_7","Cam_2010_11",2010,0.960448286576285
"Cam_2010_7","Cam_2010_12",2010,0.795026721864009
"Cam_2010_7","Cam_2010_13",2010,0.779690988672186
"Cam_2010_7","Cam_2010_14",2010,0.764090138834563
"Cam_2010_7","Cam_2010_15",2010,0.468078430295579
"Cam_2010_7","Cam_2010_16",2010,0.854248852809808
"Cam_2010_7","Cam_2010_17",2010,0.762993792236848
"Cam_2010_7","Cam_2010_18",2010,0.870949866376137
"Cam_2010_7","Cam_2010_19",2010,0.613561731873436
"Cam_2010_7","Cam_2010_20",2010,0.87612848011972
"Cam_2010_7","Tha_2010_1",2010,0.709414509946056
"Cam_2010_7","Tha_2010_2",2010,0.632054540585203
"Cam_2010_7","Tha_2010_3",2010,0.504573889168745
"Cam_2010_7","Tha_2010_4",2010,0.800062557483592
"Cam_2010_7","Tha_2010_5",2010,0.885549209932844
"Cam_2010_7","Tha_2010_6",2010,0.8840708603984
"Cam_2010_7","Tha_2010_7",2010,0.806059144664315
"Cam_2010_7","Tha_2010_8",2010,0.572068215956404
"Cam_2010_7","Tha_2010_9",2010,0.789436086622243
"Cam_2010_7","Tha_2010_10",2010,0.951893788011554
"Cam_2010_7","Tha_2010_11",2010,0.719317983085323
"Cam_2010_7","Tha_2010_12",2010,0.700395293264594
"Cam_2010_7","Tha_2010_13",2010,0.896882182885188
"Cam_2010_7","Tha_2010_14",2010,0.64879300634546
"Cam_2010_7","Tha_2010_15",2010,0.519791959288614
"Cam_2010_7","Tha_2010_16",2010,0.600692481767668
"Cam_2010_7","Tha_2010_17",2010,0.661300823023248
"Cam_2010_7","Tha_2010_18",2010,0.588116491893121
"Cam_2010_7","Tha_2010_19",2010,0.714533989705573
"Cam_2010_7","Tha_2010_20",2010,0.789462877417935
"Cam_2010_7","PNG_2010_1",2010,0.377744123757332
"Cam_2010_7","PNG_2010_3",2010,0.349108252540194
"Cam_2010_7","PNG_2010_4",2010,0.647240845067492
"Cam_2010_7","PNG_2010_5",2010,0.660573719341958
"Cam_2010_7","PNG_2010_6",2010,0.626794137695408
"Cam_2010_7","PNG_2010_7",2010,0.63177842015735
"Cam_2010_7","PNG_2010_8",2010,0.594581778564286
"Cam_2010_7","PNG_2010_9",2010,0.17868111931168
"Cam_2010_7","PNG_2010_10",2010,0.621074523970721
"Cam_2010_7","PNG_2010_11",2010,0.537347315305957
"Cam_2010_7","PNG_2010_12",2010,0.344141246492022
"Cam_2010_7","PNG_2010_13",2010,0.190726267055742
"Cam_2010_7","PNG_2010_14",2010,0.41146861411375
"Cam_2010_7","PNG_2010_15",2010,0.238735324543958
"Cam_2010_7","PNG_2010_16",2010,0.548649217747185
"Cam_2010_7","PNG_2010_17",2010,0.396609430638168
"Cam_2010_7","PNG_2010_18",2010,0.265152222083653
"Cam_2010_7","PNG_2010_19",2010,0.621537585299128
